word, core, background
periyathambi        , 0.00010377, 6.0804e-30
hyundai             , 0.00041508, 4.4041e-15
pureeswarar         , 5.0985e-05, 3.0929e-05
jesus               , 1.0377e-29, 0.00030402
local               , 5.1885e-05, 3.0402e-05
rangarachetti       , 5.1885e-05, 3.0402e-05
manivalan           , 0.00010377, 6.0804e-30
36th                , 0.00010377, 6.0804e-30
frazer              , 0.00010377, 6.0804e-30
dvs                 , 0.00010377, 6.0804e-30
kp                  , 0.00010377, 6.0804e-30
sadurudeen          , 5.1885e-05, 3.0402e-05
ramp                , 1.8499e-14, 0.00012161
fore                , 2.9728e-05, 4.3385e-05
cafestaff           , 0.00010377, 7.0881e-19
siruseri            , 0.00010377, 0.00012161
tuberculosis        , 0.00010377, 6.0804e-30
cooum               , 0.00020754, 6.0804e-30
ayyan               , 0.00010259, 6.9418e-07
lines               , 5.1885e-05, 3.0402e-05
kondi               , 0.00010377, 6.0804e-30
sairam              , 0.00010377, 6.0804e-30
mangadu             , 0.00010377, 6.0804e-30
pilliars            , 0.00010377, 6.0804e-30
mohideen            , 0.00010377, 6.0804e-30
chinnayan           , 0.00010377, 6.0804e-30
ammu                , 0.00010377, 5.4005e-20
typhoon             , 0.00010377, 6.0804e-30
templeton           , 5.1885e-05, 3.0402e-05
chruch              , 5.1885e-05, 3.0402e-05
choultry            , 0.00010378, 6.0799e-05
vellivoyal          , 0.00010377, 6.0804e-30
keralam             , 5.1885e-05, 3.0402e-05
csr                 , 0.00010377, 6.0804e-30
univercell          , 0.00010377, 6.0804e-30
ward113             , 0.00010377, 6.0804e-30
custom              , 0.00010377, 6.0804e-30
tondiarpet          , 0.00036707, 8.8938e-05
muthu               , 0.0006901, 0.00069011
gate                , 1.9534e-06, 0.0022486
kumanan             , 0.00010377, 6.0804e-30
presentation        , 0.00010377, 6.0804e-30
comissioner         , 0.00010377, 6.0804e-30
wg                  , 0.00010377, 6.0804e-30
nirmala             , 0.00010377, 6.0804e-30
venkatesan          , 0.00051885, 6.0804e-30
winners             , 0.00010377, 6.0804e-30
dizzee              , 0.00010377, 6.0804e-30
govindarajapuram    , 0.00020754, 6.0804e-30
cit                 , 0.0018679, 6.0804e-30
eid                 , 0.00010377, 6.0804e-05
sporting            , 3.1853e-05, 4.214e-05
gk                  , 0.00010377, 6.0804e-30
lecture             , 0.00020754, 6.0804e-30
sharmila            , 0.00010377, 6.0804e-30
kamakshi            , 0.00072639, 6.0804e-30
ur                  , 0.00010377, 6.0804e-30
kenneth             , 0.00010377, 6.0804e-30
building            , 4.6681e-06, 0.0010917
kamakodi            , 0.00010377, 6.0804e-30
cholai              , 1.0377e-29, 6.0804e-05
bsnl                , 0.00044589, 0.00010355
vulcabras           , 3.1853e-05, 4.214e-05
velachry            , 0.00010377, 6.0804e-30
whale               , 0.00010377, 6.0804e-30
sivaraj             , 0.00010377, 6.0804e-30
nandanam            , 0.0010377, 6.0804e-30
brahmin             , 0.00020754, 6.0804e-30
dgs                 , 5.1885e-05, 3.0402e-05
dhandapani          , 0.00020754, 6.0804e-30
movie               , 5.1885e-05, 3.0402e-05
rsrm                , 0.00010377, 6.0804e-30
armenian            , 0.00020754, 6.0804e-30
valathulampedu      , 0.00020754, 6.0804e-30
neer                , 1.0377e-29, 6.0804e-05
dunlop              , 0.00010377, 6.0804e-30
alagammal           , 0.00010377, 6.0804e-30
uinayagampet        , 0.00010377, 6.0804e-30
quaid               , 5.1885e-05, 3.0402e-05
foor                , 5.1322e-05, 3.0732e-05
coronet             , 0.00010377, 6.0804e-30
kandasamy           , 0.00041508, 6.0804e-30
varadapuram         , 0.00010377, 6.0804e-30
vijayaraghavelu     , 0.00020754, 6.0804e-30
venkatesh           , 0.00051885, 6.0804e-30
gateway             , 0.00020754, 6.0804e-30
rajendra            , 0.00051885, 1.1273e-18
universal           , 2.2356e-08, 0.0002432
errand              , 0.00010377, 6.0804e-30
evr                 , 3.992e-15, 6.0804e-05
competetive         , 2.0754e-05, 4.8643e-05
maruthi             , 0.00072639, 1.1032e-09
canara              , 0.00020754, 6.0804e-30
tailor              , 0.00020754, 6.0804e-30
sivet               , 0.00010377, 6.0804e-30
banu                , 0.00010377, 6.0804e-30
cool                , 0.00010377, 6.0804e-30
pudhunagar          , 0.00010376, 4.6756e-09
c11                 , 0.00010377, 6.0804e-30
emperor             , 0.00010377, 6.0804e-30
gangadeeshwar       , 0.00020754, 6.0804e-30
fashions            , 1.0377e-29, 0.00012161
nammalvar           , 0.00020754, 6.0804e-30
udhayam             , 0.00020754, 6.0804e-30
guesthouse          , 0.00010376, 6.6087e-09
egavalli            , 0.00010377, 6.0804e-30
sridevi             , 0.00020754, 6.0804e-30
planetarium         , 0.00010377, 6.0804e-30
dravadar            , 0.00010377, 6.0804e-30
officers            , 0.00033338, 0.00029109
ashraya             , 0.00010377, 6.0804e-30
rangachari          , 0.00010377, 6.0804e-30
sait                , 0.00020754, 6.0804e-30
safari              , 1.0377e-29, 0.00018241
alathur             , 1.0377e-29, 6.0804e-05
veeraswamy          , 0.00020754, 6.0804e-05
thottam1st          , 0.00010377, 6.0804e-30
iid                 , 0.00010377, 1.0801e-19
prayag              , 0.00010377, 6.0804e-30
singravelar         , 5.1885e-05, 3.0402e-05
marys               , 0.00093393, 1.2186e-15
60th                , 0.00020754, 6.0804e-30
abhirami            , 0.00010377, 6.0804e-30
vivekanandapuram    , 5.1885e-05, 3.0402e-05
guntur              , 5.1885e-05, 3.0402e-05
breeding            , 1.0377e-29, 6.0804e-05
rajarajan           , 0.00010377, 6.0804e-30
harbour             , 1.0377e-29, 0.00012161
sunderajan          , 0.00010377, 6.0804e-30
stores              , 2.2682e-13, 0.0015201
ortho               , 0.00020754, 5.586e-12
karumari            , 0.00020754, 6.0804e-30
excise              , 4.3106e-06, 5.8278e-05
chidambaram         , 0.00049545, 0.00013532
applied             , 0.00010377, 6.0804e-30
sampoorna           , 0.00010377, 6.0804e-30
manickam            , 0.00010377, 0.00012161
saravana            , 0.00093329, 0.00012198
neruppumad          , 0.00010377, 6.0804e-30
theyampakkam        , 0.00010377, 6.0804e-30
lioght              , 0.00010377, 6.0804e-30
corporatin          , 0.00019725, 6.0305e-06
chivalier           , 1.0377e-29, 6.0804e-05
thulasingapuram     , 5.1885e-05, 3.0402e-05
phoenix             , 2.8716e-05, 0.00010478
singilimedu         , 0.00010377, 6.0804e-30
budget              , 7.9342e-24, 6.0804e-05
marriott            , 5.1885e-05, 3.0402e-05
sunlife             , 0.00010377, 6.0804e-30
maharani            , 5.1885e-05, 3.0402e-05
malaiy              , 0.00010377, 6.0804e-30
evk                 , 0.00010342, 6.1011e-05
guruvappan          , 0.00010377, 6.0804e-30
gurudev             , 1.0377e-29, 6.0804e-05
malliga             , 0.00010377, 6.0804e-30
accessories         , 5.1885e-05, 3.0402e-05
woodwaf             , 0.00031131, 6.0804e-30
dr                  , 1.1241e-29, 0.0021889
bangary             , 0.00010377, 6.0804e-30
vision              , 5.1885e-05, 3.0402e-05
pass                , 1.0377e-29, 6.0804e-05
kalappa             , 0.00010377, 6.0804e-30
degree              , 3.602e-05, 3.9698e-05
sivanmalai          , 0.00010377, 6.0804e-30
vedachalam          , 0.00010377, 6.0804e-30
periyandaver        , 0.00010377, 6.0804e-30
cnk                 , 0.00010377, 6.0804e-30
kottivakkam         , 0.00037664, 8.3327e-05
rane                , 0.00020754, 6.0804e-30
german              , 0.00020754, 4.7254e-20
basuvaian           , 0.00010377, 6.0804e-30
vigneshvarar        , 5.0985e-05, 3.0929e-05
megatrends          , 0.00010377, 6.0804e-30
chemicals           , 9.9966e-10, 6.0803e-05
exit                , 0.00064994, 4.4795e-05
pinjrapole          , 5.0735e-11, 6.0804e-05
yes                 , 0.00020754, 6.0804e-30
asiffe              , 0.00020754, 6.0804e-30
aavin               , 0.00041363, 8.4854e-07
wood                , 0.00010377, 6.0804e-30
agastheeswarar      , 0.00010377, 6.0804e-30
karpaga             , 0.00051885, 3.2797e-14
ab                  , 0.00020754, 6.0804e-30
hangar              , 0.00020754, 6.0804e-30
chellappa           , 0.00031131, 6.0804e-30
avm                 , 0.00057022, 0.00021312
hill                , 3.8055e-15, 0.00012161
total               , 0.00010377, 6.0804e-30
chinnappa           , 0.00020754, 6.0804e-30
spastic             , 0.00010377, 6.0804e-30
prakasam            , 0.00041436, 6.1226e-05
substation          , 0.00010377, 6.0804e-30
theater             , 2.2653e-12, 0.00012161
lala                , 2.444e-11, 0.00018241
damodarapuram       , 0.00031131, 6.0804e-30
achari              , 1.0377e-29, 0.00018241
veerapuram          , 0.00010377, 6.0804e-30
munusawmy           , 0.00010377, 6.0804e-30
maruthur            , 6.5226e-06, 0.00011779
laksmikandan        , 0.00010377, 6.0804e-30
mahila              , 1.0377e-29, 6.0804e-05
palayakkaran        , 0.00010377, 6.0804e-30
pagas               , 0.00051885, 6.0804e-30
mahindra            , 0.00031131, 1.1727e-13
bashyakaralu        , 0.00010377, 6.0804e-30
aashiana            , 0.00010377, 6.0804e-30
rayala              , 0.00010377, 6.0804e-30
ntr                 , 0.00010377, 6.0804e-30
vidya               , 1.962e-13, 0.00030402
samaj               , 5.1885e-05, 3.0402e-05
lounge              , 5.0721e-05, 3.1084e-05
b6                  , 0.00010377, 6.0804e-30
pallikarani         , 0.00010377, 6.0804e-30
more                , 0.00031131, 6.0804e-30
yard                , 1.5144e-29, 0.00030402
pilliar             , 0.00010377, 6.0804e-30
vanalar             , 0.00010377, 6.0804e-30
teaching            , 1.0377e-29, 6.0804e-05
cudappah            , 5.1885e-05, 3.0402e-05
basket              , 0.00010377, 6.0804e-30
palayakaran         , 0.00020754, 6.0804e-30
mylai               , 4.7122e-12, 0.00018241
finders             , 0.00020754, 6.0804e-30
basudev             , 0.00010377, 6.0804e-30
erikkarai           , 0.00010377, 6.0804e-30
kamalabhai          , 0.00010377, 6.0804e-30
indraprastha        , 0.00010377, 6.0804e-30
mother              , 0.00010377, 6.346e-16
angalaparameswari   , 0.00010377, 6.0804e-30
essar               , 0.00010377, 6.0804e-30
venkataramaiyaep    , 0.00010377, 6.0804e-30
zanec               , 0.00010377, 6.0804e-30
management          , 1.0659e-29, 0.00024322
kandan              , 0.00010377, 6.0804e-30
chartered           , 1.0377e-29, 0.00012161
gramani             , 4.0123e-07, 0.0006078
ramakrishnapuram    , 0.00031131, 6.0804e-30
mash                , 0.00010377, 6.0804e-30
virtual             , 0.00010377, 6.0804e-30
gg                  , 0.00010377, 6.0804e-30
empty               , 5.1885e-05, 3.0402e-05
chetti              , 0.00010377, 6.0804e-30
owllia              , 0.00010377, 6.0804e-30
sv                  , 0.00051885, 6.0804e-30
laxminagar          , 0.00010377, 6.0804e-30
funds               , 1.0377e-29, 6.0804e-05
concor              , 0.00010377, 6.0804e-30
thanikachalam       , 0.00020754, 6.0804e-30
thome               , 1.0377e-29, 0.00012161
mobiles             , 0.00020218, 6.3943e-05
fire                , 1.0377e-29, 0.00012161
176                 , 0.00010377, 6.0804e-30
venkata             , 0.00020754, 0.00012161
mathews             , 0.00010377, 6.0804e-30
overpass            , 5.1885e-05, 3.0402e-05
habullan            , 9.783e-05, 6.4284e-05
hq                  , 1.0377e-29, 0.00012161
parade              , 0.00020754, 6.0804e-30
flyash              , 0.00010321, 6.113e-05
school              , 0.00069437, 0.014551
goudia              , 0.00010377, 6.0804e-30
mambalam            , 0.00093349, 2.5869e-07
neeli               , 1.0377e-29, 6.0804e-05
h                   , 0.00031131, 6.0804e-30
cultural            , 1.0377e-29, 0.00012161
nagerkoyil          , 1.3213e-27, 0.00018241
inc                 , 0.00010377, 6.0804e-30
sarvalakshmi        , 0.00010377, 6.0804e-30
ball                , 1.0377e-29, 0.00024322
tuckers             , 0.00010377, 6.0804e-30
rattan              , 0.00010377, 6.0804e-30
ezee                , 0.00010377, 6.0804e-30
sci                 , 5.1463e-08, 6.0774e-05
ags                 , 0.00062262, 6.7506e-21
bearer              , 0.00010377, 6.0804e-30
likewyss            , 0.00010377, 6.0804e-30
vinodh              , 0.00010377, 6.0804e-30
quibble             , 0.00020754, 2.9174e-11
consultancy         , 0.00010377, 4.2758e-10
venkatesa           , 0.00042885, 0.00035676
adidas              , 0.00010377, 6.0804e-30
miranda             , 0.00020752, 1.1008e-08
sury                , 0.00010377, 6.0804e-30
builders            , 1.0377e-29, 0.00012161
irctc               , 0.00020754, 6.0804e-30
96                  , 5.1885e-05, 3.0402e-05
a                   , 0.00098061, 0.00039828
govindaraj          , 0.00010377, 6.0804e-30
ponniamman          , 0.0011415, 6.0804e-30
binny               , 0.00020754, 6.0804e-30
saraswathy          , 0.00010377, 6.0804e-30
apple               , 0.00020701, 3.1145e-07
udanurai            , 1.0377e-29, 6.0804e-05
dakshina            , 5.1885e-05, 3.0402e-05
buildmech           , 5.1885e-05, 3.0402e-05
usman               , 0.00041508, 6.0804e-30
nathamuni           , 0.00010377, 6.0804e-30
madley              , 0.00041508, 6.0804e-30
unnis               , 0.00010377, 6.0804e-30
valliammai          , 0.00020754, 6.0804e-30
abbotsbury          , 1.0377e-29, 6.0804e-05
cholamandal         , 1.6274e-10, 6.0804e-05
plaza               , 1.0377e-29, 0.00079045
walking             , 0.00010377, 6.0804e-30
kosapet             , 0.00010377, 6.0804e-30
kaidhi              , 0.00010377, 4.0504e-20
krishnapuram        , 0.00020754, 6.0804e-30
ns                  , 0.00010377, 6.0804e-30
stpius              , 0.00020754, 6.0804e-30
devanathan          , 0.00010377, 6.0804e-30
classical           , 0.00010377, 6.0804e-30
chandrappan         , 0.00010377, 6.0804e-30
parking             , 0.00066004, 0.0004037
magistrate          , 0.00020754, 6.0804e-30
kabalamurthy        , 0.00010377, 6.0804e-30
mes                 , 0.00010381, 6.0779e-05
ayyaswamy           , 0.00020754, 6.0804e-30
vannlaiarasu        , 0.00010377, 6.0804e-30
agathiyar           , 0.00010377, 6.0804e-30
karpagambal         , 0.00041508, 6.0804e-30
kannan              , 0.00051885, 6.0804e-30
independence        , 0.00010377, 6.0804e-30
drive               , 4.5116e-16, 0.00012161
brett               , 5.167e-05, 3.0528e-05
prashants           , 3.4353e-05, 4.0675e-05
kauvery             , 0.00010377, 6.0804e-30
dumb                , 0.00010369, 4.9673e-08
saiva               , 0.00062262, 8.6496e-11
shashadri           , 1.0384e-29, 6.0804e-05
dewan               , 0.00010377, 6.0804e-30
uti                 , 0.00010377, 6.0804e-30
vanniar             , 0.00010377, 6.0804e-30
aw                  , 0.00010377, 6.0804e-30
lane                , 1.5049e-06, 0.011552
anjaneya            , 0.00029308, 0.0003147
sathyapuram         , 0.00010377, 6.0804e-30
biophysics          , 5.1885e-05, 3.0402e-05
mkn                 , 0.00010377, 6.0804e-30
nethaji             , 0.00031131, 6.0804e-30
mulla               , 0.00010377, 6.0804e-30
baliamman           , 0.00010377, 6.0804e-30
vcare               , 0.00010377, 6.0804e-30
ecological          , 1.0377e-29, 0.00012161
games               , 5.0045e-12, 0.00024322
paraniputhur        , 0.00010377, 6.0804e-30
razaak              , 1.0377e-29, 0.00012161
ayakar              , 4.3106e-06, 5.8278e-05
coming              , 6.1317e-08, 6.0768e-05
hyderabad           , 0.00010377, 6.0804e-30
ptc                 , 0.00031131, 6.5855e-15
tnhb                , 0.00051851, 1.9662e-07
fashion             , 4.5457e-05, 3.4169e-05
pink                , 5.1885e-05, 3.0402e-05
mency               , 5.1885e-05, 3.0402e-05
38th                , 0.00020754, 6.0804e-30
krishnamurthy       , 0.00010377, 6.0804e-30
ardhanareeswarar    , 0.00010377, 6.0804e-30
adibadhi            , 0.00010377, 6.0804e-30
dress               , 5.1885e-05, 3.0402e-05
bohra               , 0.00010377, 2.5652e-19
lcs                 , 5.1885e-05, 3.0402e-05
oxford              , 0.00020754, 6.0804e-30
lets                , 1.0377e-29, 6.0804e-05
j9                  , 0.00010377, 6.0804e-30
apper               , 0.00010377, 6.0804e-30
ya                  , 5.1885e-05, 3.0402e-05
mahalingam          , 0.00010377, 6.0804e-30
technologies        , 2.0442e-17, 0.00054724
bhavathi            , 0.00010377, 6.0804e-30
2ud                 , 0.00010377, 6.0804e-30
kalakshetra         , 0.00025933, 3.046e-05
ellis               , 0.00010377, 6.0804e-30
kothari             , 0.00020754, 6.0804e-30
rangasamy           , 0.00010377, 6.0804e-30
raju                , 0.00010377, 6.0804e-30
nedum               , 2.4072e-21, 6.0804e-05
aks                 , 5.1885e-05, 3.0402e-05
consultants         , 5.1885e-05, 3.0402e-05
nilgai              , 0.00010377, 6.0804e-30
kamalam             , 0.00010377, 6.0804e-30
mint                , 0.00041508, 6.0804e-30
andiyappa           , 0.00010377, 6.0804e-30
jv                  , 0.00010377, 6.0804e-30
sm                  , 0.00010377, 6.0804e-30
adikesan            , 0.00010377, 6.0804e-30
rajeswari           , 0.00051885, 6.0804e-30
resorts             , 1.2554e-11, 0.00012161
stirrupless         , 5.0721e-05, 3.1084e-05
ganesapuram         , 0.00093393, 6.0804e-30
deepak              , 5.1885e-05, 3.0402e-05
durai               , 3.8492e-08, 0.00018239
srinagar            , 0.00020754, 6.0804e-30
prime               , 0.00031131, 6.0804e-30
serene              , 3.3815e-05, 4.099e-05
karayambedu         , 0.00010377, 6.0804e-30
industrial          , 3.3491e-10, 0.00054724
vishwaroopa         , 1.1735e-11, 6.0804e-05
ganesa              , 0.00010377, 6.0804e-30
firstplanet         , 0.00010377, 6.0804e-30
heaven              , 0.00010377, 6.0804e-30
chikkarayapuram     , 0.00010377, 6.0804e-30
cooperative         , 0.00010377, 0.00012161
yousuff             , 5.0362e-05, 3.1294e-05
adharsh             , 1.6411e-26, 0.00024322
thousand            , 0.00012871, 0.0001678
burkit              , 0.00010377, 6.0804e-30
godown              , 0.00011655, 0.00023573
perumattunallur     , 1.0377e-29, 6.0804e-05
columbans           , 0.00010377, 6.0804e-30
elango              , 0.00083016, 6.0804e-30
33rd                , 0.00031131, 6.0804e-30
sreedevi            , 0.00010377, 6.0804e-30
nammaalvar          , 0.00010377, 6.0804e-30
pamonal             , 5.1885e-05, 3.0402e-05
murhari             , 0.00010377, 6.0804e-30
education           , 1.1111e-15, 0.00012161
electronics         , 8.3844e-11, 0.00048643
kipling             , 0.00010377, 6.0804e-30
naturals            , 0.00010378, 6.0799e-05
kivraj              , 0.00010377, 6.0804e-30
sholavaram          , 0.00031131, 6.0804e-30
grihalakshmi        , 5.1885e-05, 3.0402e-05
63rd                , 0.00010377, 6.0804e-30
devaraj             , 0.00031131, 6.0011e-16
lighthouse          , 0.00031131, 6.0804e-30
sriram              , 0.00093393, 6.0804e-30
mamabalam           , 0.00020754, 1.4615e-15
ebrahimjee          , 0.00020754, 6.0804e-30
swings              , 5.1885e-05, 3.0402e-05
life                , 1.6568e-14, 0.00012161
museum              , 0.00011593, 0.00029689
uco                 , 0.00010377, 6.0804e-30
ayya                , 0.00031131, 6.0804e-30
anthikkadai         , 0.00010377, 6.0804e-30
nkt                 , 0.00010377, 6.0804e-30
scouts              , 1.038e-29, 6.0804e-05
16                  , 0.00010377, 6.0804e-30
cooptex             , 0.00010377, 6.0804e-30
gaffar              , 0.00010377, 6.0804e-30
pycrofts            , 0.00020754, 6.0804e-30
jubilee             , 0.00041508, 7.1556e-19
kidzee              , 0.00010377, 6.0804e-30
absolute            , 5.1885e-05, 3.0402e-05
jayammal            , 0.00010377, 6.0804e-30
boat                , 0.00072639, 1.7499e-10
kathirvedu          , 0.00010377, 6.0804e-30
sangamam            , 0.00010377, 6.0804e-30
virugambakkam       , 0.00041508, 6.0804e-30
boag                , 0.00020754, 6.0804e-30
boston              , 0.00010377, 6.0804e-30
steps               , 0.00018009, 7.6888e-05
customer            , 1.9673e-09, 6.0803e-05
baid                , 1.0377e-29, 0.00018241
twilight            , 5.1885e-05, 3.0402e-05
u                   , 0.00010377, 6.0805e-05
salavaiyalar        , 0.00020754, 6.0804e-30
yayahalli           , 0.00020754, 6.0804e-30
cart                , 0.00020754, 1.0045e-11
software            , 2.0985e-25, 0.00036482
samiyar             , 0.00031131, 6.0804e-30
justice             , 5.2677e-19, 0.00024322
refinery            , 0.00010377, 6.0804e-30
thiruvallikeni      , 0.00010378, 6.0799e-05
veerappa            , 0.00010377, 6.0804e-30
thirovttriyur       , 0.00010377, 6.0804e-30
tho                 , 1.0377e-29, 6.0804e-05
dg                  , 0.00010377, 6.0804e-30
aquarium            , 0.00010377, 6.0804e-30
precision           , 0.00010377, 6.0804e-30
overflow            , 1.0378e-29, 6.0804e-05
raptakos            , 5.167e-05, 3.0528e-05
meyammai            , 0.00031131, 6.0804e-30
ferry               , 0.00010377, 6.0804e-30
santosh             , 0.00020754, 6.0804e-30
hindustan           , 0.00051885, 6.0804e-30
production          , 0.00010377, 6.0804e-30
navaneethammal      , 0.00010377, 6.0804e-30
tube                , 4.8745e-05, 3.2242e-05
design              , 0.00010375, 0.00012162
cdc3                , 0.00010377, 6.0804e-30
palat               , 0.00010376, 4.2674e-09
rms                 , 0.00010377, 6.0804e-30
antonys             , 5.1885e-05, 3.0402e-05
suryappa            , 0.00010377, 6.0804e-30
govindasamy         , 0.00010377, 6.0804e-30
midlands            , 0.00010377, 6.0804e-30
paul                , 0.00010377, 6.0804e-30
malaviya            , 0.00010377, 6.0804e-30
panmadukulam        , 0.00010377, 6.0804e-30
communicable        , 5.1251e-05, 3.0773e-05
rajiv               , 0.00051885, 6.0804e-30
fortune             , 5.1885e-05, 3.0402e-05
vazhathugaimedu     , 0.00010377, 6.0804e-30
95                  , 0.00010377, 6.0804e-30
vidhyasharam        , 0.00010377, 6.0804e-30
kapaji              , 0.00010377, 6.0804e-30
colectorate         , 0.00010377, 6.0804e-30
40th                , 0.00020754, 6.0804e-30
thiruvika           , 0.00051885, 6.0804e-30
obstetrics          , 3.459e-05, 4.0536e-05
kanmani             , 0.00010377, 6.0804e-30
245                 , 5.1885e-05, 3.0402e-05
parthasarathyswamy  , 0.00010377, 6.0804e-30
helens              , 0.00010377, 6.0804e-30
namasivayapuram     , 0.00020754, 6.0804e-30
rukmani             , 0.00031131, 6.0804e-30
gloucester          , 0.00010377, 6.0804e-30
franklin            , 5.1885e-05, 3.0402e-05
mannah              , 0.00010377, 6.0804e-30
59th                , 0.00020754, 6.0804e-30
chembrampakkam      , 1.0377e-29, 6.0804e-05
adasrsh             , 3.459e-05, 4.0536e-05
q                   , 0.00010377, 6.0804e-30
pichandi            , 0.00010377, 6.0804e-30
kadumbadi           , 4.8751e-09, 0.00012161
annex               , 1.0377e-29, 6.0804e-05
lakshmanasamy       , 0.00010377, 6.0804e-30
3rd                 , 0.0013546, 0.0088133
pichupillan         , 0.00010377, 6.0804e-30
alagappa            , 0.00051885, 1.1474e-12
vs                  , 0.00010377, 6.0804e-30
m1                  , 0.00010377, 6.0804e-30
cmda                , 0.00010377, 6.0804e-30
komaleeswaranpet    , 5.1885e-05, 3.0402e-05
green               , 0.00072639, 2.8124e-12
thabal              , 5.1885e-05, 3.0402e-05
muthumariamman      , 5.1322e-05, 3.0732e-05
vasudeva            , 0.00041508, 6.0804e-30
arasi               , 0.00010377, 6.0804e-30
thiruvudai          , 4.447e-05, 3.4747e-05
craft               , 0.00010377, 6.0804e-30
ticel               , 0.00010377, 6.0804e-30
sreenivasan         , 0.00010377, 6.0804e-30
sarangappan         , 0.00010377, 6.0804e-30
rob                 , 1.0377e-29, 0.00012161
n                   , 0.00098302, 0.00045767
mayaajaal           , 0.00010377, 6.0804e-30
babies              , 1.0377e-29, 6.0804e-05
nalanna             , 0.00010377, 6.0804e-30
siruniam            , 0.00020754, 6.0804e-30
southern            , 1.7434e-07, 0.00024311
arasan              , 0.00010377, 6.0804e-30
mushtura            , 0.00010377, 6.0804e-30
sewage              , 0.00041445, 3.6698e-07
institute           , 1.9557e-22, 0.0021281
menon               , 5.1885e-05, 3.0402e-05
indiranagar         , 0.00010377, 6.0804e-30
vinaya              , 5.1149e-05, 3.0833e-05
nookampalayam       , 0.00010377, 6.0804e-30
poochiathipadu      , 0.00010377, 6.0804e-30
decaster            , 0.00010377, 6.0804e-30
prasad              , 1.0377e-29, 0.00042563
ramachandran        , 0.00049701, 0.0001344
krishnamachariar    , 9.704e-05, 0.00012555
millenia            , 5.1885e-05, 3.0402e-05
hall2               , 0.00010377, 6.0804e-30
ajantha             , 0.00010377, 6.0804e-30
ramnagar            , 0.00083016, 2.4845e-16
chemparuthi         , 0.00010377, 5.1793e-12
stop                , 8.5613e-05, 0.0039629
perungavoor         , 0.00010377, 6.0804e-30
narayan             , 0.00010377, 6.0804e-30
sha                 , 4.947e-05, 3.1817e-05
kuppaiah            , 0.00010377, 6.0804e-30
arunachalam         , 0.00062262, 6.0804e-30
brake               , 6.9644e-09, 6.08e-05
sannadi             , 0.00010377, 6.0804e-30
flower              , 0.00019231, 0.00025214
subban              , 0.00010377, 6.0804e-30
madipalkam          , 4.1871e-05, 3.627e-05
bear                , 1.0377e-29, 0.00024322
hub                 , 5.1885e-05, 3.0402e-05
structural          , 0.00020754, 6.0804e-30
aswene              , 5.1251e-05, 3.0773e-05
karunakaran         , 0.00010377, 6.0804e-30
selaiyur            , 0.00041508, 6.0804e-30
nagar1st            , 0.00010377, 6.0804e-30
c5                  , 0.00010377, 6.0804e-30
pm                  , 0.00031106, 1.46e-07
pathur              , 0.00010377, 6.0804e-30
venkatarathnam      , 0.00031131, 6.0804e-30
karaneeswarar       , 0.00060825, 6.9227e-05
hall                , 0.00033834, 0.001261
budur               , 0.00010377, 6.0804e-30
dsrc                , 0.00010377, 6.0804e-30
bayview             , 5.1885e-05, 3.0402e-05
seeds               , 0.00010377, 6.0804e-30
kailash             , 1.0377e-29, 0.00012161
avoor               , 0.00010298, 4.6274e-07
13                  , 5.6935e-17, 0.00018241
airlines            , 0.00010377, 1.0179e-16
marudeeswara        , 0.00010377, 3.9457e-17
allwin              , 0.00010377, 6.0804e-30
chettiar            , 1.0377e-29, 0.00018241
chetpat             , 5.4662e-07, 6.0484e-05
krishnamurthi       , 0.00010377, 6.0804e-30
ponnan              , 0.00030603, 6.3895e-05
street              , 1.1434e-17, 0.12842
bharathipuram       , 1.0377e-29, 6.0804e-05
vasal               , 0.00010377, 6.0804e-30
govindanapalayam    , 0.00010377, 6.0804e-30
balkrushna          , 0.00010377, 6.0804e-30
cros                , 0.00010377, 6.0804e-30
savio               , 0.00020754, 6.0804e-30
christopher         , 0.00010377, 6.0804e-30
malli               , 0.00010377, 6.0804e-30
juma                , 0.00010377, 6.0804e-30
padala              , 5.0985e-05, 3.0929e-05
radaan              , 0.00010377, 6.0804e-30
atkinson            , 0.00010377, 6.0804e-30
gandhi              , 0.0019816, 0.0010278
kviit               , 0.00020754, 6.0804e-30
nochi               , 0.00010377, 6.0804e-30
ismail              , 0.00010377, 6.0804e-30
cauvery             , 0.00020754, 6.0804e-30
puthaga             , 0.00010377, 6.0804e-30
rbcc                , 0.00010377, 6.0804e-30
sayani              , 0.00010377, 6.0804e-30
tools               , 0.00010377, 1.0391e-09
lemach              , 0.00010377, 6.0804e-30
vijayanagar         , 0.00031131, 6.0804e-30
hotel               , 3.4212e-19, 0.0032834
khivraj             , 0.00010377, 6.0804e-30
akshara             , 0.00010377, 6.0804e-30
mani                , 0.00017772, 0.00026069
guruvappa           , 0.00010377, 6.0804e-30
koral               , 0.00010377, 6.0804e-30
titan               , 0.00020754, 6.0804e-30
sathanal            , 0.00010377, 6.0804e-30
kumbakonam          , 3.602e-05, 3.9698e-05
jalakanteshwarar    , 0.00010377, 6.0804e-30
chutneys            , 5.1885e-05, 3.0402e-05
jayaprakash         , 0.00010377, 6.0804e-30
vel                 , 9.8969e-05, 6.3617e-05
iswariya            , 0.00010377, 6.0804e-30
varadaraja          , 0.00051777, 6.3138e-07
narasingapuram      , 0.00010377, 6.0804e-30
