word, core, background
chinnamman          , 0.00010377, 6.0804e-30
greenways           , 0.00031131, 6.0804e-30
mobile              , 0.00020754, 6.0804e-30
elcot               , 0.00010377, 6.0804e-30
tnfs                , 3.1763e-05, 4.2192e-05
tana                , 0.00020754, 6.0804e-30
koresan             , 0.00010377, 6.0804e-30
station             , 0.0001548, 0.004044
110                 , 0.00010376, 4.2861e-09
mop                 , 0.00010377, 6.0804e-30
lg                  , 0.00010377, 6.0804e-30
reebok              , 0.00010377, 6.0804e-30
adyar               , 0.0022676, 0.00037381
taluk               , 6.9874e-05, 0.00032388
151                 , 2.1364e-09, 0.00012161
mumtaz              , 0.00010377, 6.0804e-30
mlcp                , 0.00010372, 2.8589e-08
sangathan           , 1.0377e-29, 6.0804e-05
adi                 , 1.0377e-29, 0.00012161
plant               , 2.4046e-11, 0.00060804
kudil               , 5.1885e-05, 3.0402e-05
goverthan           , 0.00010377, 6.0804e-30
kanimali            , 0.00010377, 6.0804e-30
gangotree           , 0.00010382, 6.0776e-05
tax                 , 1.0377e-29, 0.00024322
mupparapalayam      , 0.00010377, 6.0804e-30
admin               , 0.00020754, 6.0804e-30
interfreight        , 0.00010377, 6.0804e-30
rajangam            , 0.00010377, 6.0804e-30
alams               , 0.00010377, 6.0804e-30
kandanchavadi       , 0.00010377, 6.0804e-30
duraisami           , 0.00010377, 2.3087e-18
boseeinstien        , 0.00010377, 6.0804e-30
sheshadri           , 0.00031072, 3.4349e-07
godamade            , 0.00010377, 6.0804e-30
vnd                 , 9.0847e-05, 6.8376e-05
cupcake             , 0.00010377, 6.0804e-30
samy                , 0.00031128, 6.0822e-05
arya                , 5.1885e-05, 3.0402e-05
foxen               , 0.00010377, 6.0804e-30
blavatsky           , 0.00010377, 6.0804e-30
somerset            , 0.00010377, 6.0804e-30
c9                  , 0.00010377, 6.0804e-30
ashokar             , 0.00010377, 6.0804e-30
15th                , 0.0011415, 6.0804e-30
veeranam            , 0.00010377, 6.0804e-30
7th                 , 0.0014798, 0.0010179
impcops             , 5.1251e-05, 3.0773e-05
krishnaswami        , 5.1885e-05, 3.0402e-05
activity            , 0.00031131, 6.0804e-30
fourth              , 0.00010377, 6.0804e-30
expressway          , 0.0002795, 7.9444e-05
s                   , 0.00037889, 0.00050764
karaneeswarapuram   , 5.1885e-05, 3.0402e-05
theagaraaya         , 0.00010377, 6.0804e-30
all                 , 0.00020754, 9.3354e-12
state               , 0.00039061, 0.00043996
th                  , 1.0219e-14, 0.00060804
lt                  , 0.00031131, 6.0804e-30
haldirams           , 0.00010377, 6.0804e-30
kamadhenu           , 0.00010377, 6.0804e-30
bata                , 0.00010377, 6.0804e-30
valmiki             , 0.00041508, 6.0804e-30
pammal              , 0.00051885, 6.0804e-30
bhaskaran           , 0.00010377, 6.0804e-30
lock                , 0.00031131, 6.0804e-30
guest               , 0.00072163, 0.00030681
comptech            , 0.00010377, 6.0804e-30
akasaka             , 0.00010377, 6.0804e-30
extenstion          , 3.288e-05, 4.1538e-05
co                  , 1.0377e-29, 0.00042563
dargah              , 0.00020754, 6.0804e-30
registrar           , 0.00010377, 6.0804e-30
gomathi             , 0.00010377, 6.0804e-30
suri                , 0.00010377, 6.0804e-30
muluk               , 1.0377e-29, 0.00054724
chicken             , 4.4253e-13, 0.00018241
photocopy           , 8.4474e-05, 1.1306e-05
natarajan           , 0.00022901, 0.00016983
vandi               , 0.00010377, 6.0804e-30
chatlaine           , 0.00010377, 6.0804e-30
associates          , 5.1885e-05, 3.0402e-05
vethagiri           , 0.00010377, 6.0804e-30
vengaivasal         , 0.00010377, 6.0804e-30
bhuvaneswari        , 4.9438e-05, 3.1836e-05
singarayar          , 0.00010377, 6.0804e-30
chat                , 5.1885e-05, 3.0402e-05
vada                , 3.459e-05, 4.0536e-05
b15                 , 0.00010377, 6.0804e-30
property            , 4.4207e-15, 0.00012161
milk                , 0.00012639, 0.00016916
tirupur             , 0.00010377, 6.0804e-30
yogambal            , 0.00010377, 6.0804e-30
sinu                , 0.00010377, 6.0804e-30
muniyar             , 5.1885e-05, 3.0402e-05
alsa                , 0.00051885, 1.8633e-12
kammnaki            , 0.00010377, 6.0804e-30
bangar              , 0.00010377, 6.0804e-30
gomes               , 0.00010377, 6.0804e-30
sigamani            , 0.00010377, 6.0804e-30
ecr                 , 0.00011574, 0.0001754
masjidur            , 0.00010377, 6.0804e-30
himayam             , 0.00010377, 6.0804e-30
lone                , 0.00010377, 6.0804e-30
ccd                 , 0.00010377, 6.0804e-30
langs               , 0.00020754, 6.0804e-30
vanavil             , 0.00010377, 6.0804e-30
deer                , 9.3068e-16, 0.00012161
cid                 , 0.00010377, 6.0804e-30
l                   , 2.6524e-09, 0.00012161
kannagam            , 0.00010377, 6.0804e-30
pilaiyar            , 5.1885e-05, 3.0402e-05
buckingham          , 0.00031131, 6.0804e-30
muthia              , 1.0377e-29, 6.0804e-05
arasappa            , 0.00010377, 6.0804e-30
csir                , 0.00020754, 1.5222e-13
arraik              , 0.00010377, 1.1321e-14
satya               , 6.0539e-18, 0.00012161
karunanidhi         , 0.00051583, 0.00036659
welcome             , 0.00010377, 6.0804e-30
sk                  , 0.00010377, 6.0804e-30
bpcl                , 4.3451e-05, 3.5344e-05
95th                , 0.00010377, 6.0804e-30
ganga               , 0.00072639, 6.0804e-30
ratnam              , 0.00010377, 6.0804e-30
nuts                , 3.623e-06, 0.00011949
engines             , 3.459e-05, 4.0536e-05
thirumalayappa      , 0.00010377, 6.0804e-30
semzoli             , 0.00010377, 6.0804e-30
montessori          , 7.96e-16, 0.00012161
periyathoppu        , 0.00010377, 6.0804e-30
narain              , 4.9888e-05, 3.1572e-05
sufidar             , 0.00010377, 6.0804e-30
studies             , 0.00041508, 1.2312e-09
arasmaram           , 0.00010377, 6.0804e-30
korukkupet          , 0.00010377, 6.0804e-30
eloka               , 0.00010377, 6.0804e-30
schwarz             , 0.00010377, 6.0804e-30
vetrivel            , 0.00020754, 6.0804e-30
81st                , 0.00010377, 6.0804e-30
novotel             , 0.00010377, 6.0804e-30
brodie              , 0.00020754, 6.0804e-30
fudge               , 1.0377e-29, 6.0804e-05
jaws                , 0.00010377, 6.0804e-30
vadamaracoir        , 0.00010377, 6.0804e-30
coast               , 1.6516e-05, 0.00029434
imperial            , 0.00010377, 6.0804e-30
santhanalakshmi     , 0.00010377, 6.0804e-30
time                , 0.00010377, 6.0804e-30
pantaloons          , 0.00010377, 6.0804e-30
bheemanpet          , 0.00010377, 6.0804e-30
kabali              , 0.00010377, 6.0804e-30
mgm                 , 0.00012375, 0.0001707
preschool           , 5.1885e-05, 3.0402e-05
kannappa            , 0.00031131, 6.0804e-30
vgp                 , 0.00041157, 0.00030608
kuppusamy           , 0.00010377, 6.0804e-30
sboa                , 1.0377e-29, 0.00012161
jagddambal          , 0.00020754, 6.0804e-30
gems                , 1.0377e-29, 0.00012161
ssn                 , 0.00010377, 6.0804e-30
tharasu             , 5.1885e-05, 3.0402e-05
cinema              , 1.2267e-12, 6.0804e-05
chit                , 1.0377e-29, 6.0804e-05
tellus              , 0.00020754, 6.0804e-30
trinity             , 7.7694e-08, 0.00012156
karpagam            , 0.00093393, 6.0804e-30
wallajah            , 0.00044788, 4.1584e-05
mofuskhan           , 0.00010377, 6.0804e-30
section             , 3.1062e-18, 0.00012161
reddis              , 0.00010377, 6.0804e-30
airport             , 0.00058438, 8.3211e-05
residence           , 0.00010394, 0.00012151
xerox               , 0.00020754, 6.0804e-30
factory             , 1.287e-22, 0.00024322
lms                 , 0.00010377, 1.4028e-17
cottage             , 1.0377e-29, 0.00012161
muniram             , 1.0377e-29, 6.0804e-05
internation         , 0.00010377, 6.0804e-30
appasamy            , 0.00031131, 1.4577e-09
bv                  , 0.00031131, 7.6922e-16
faizat              , 0.00010377, 6.0804e-30
sannidhi            , 5.1885e-05, 3.0402e-05
sabapathy           , 0.00010377, 6.0804e-30
pushpa              , 0.00031131, 6.0804e-30
arulayammanpet      , 0.00010377, 6.0804e-30
laffond             , 0.00020754, 6.0804e-30
pvs                 , 0.00010377, 6.0804e-30
udhaya              , 5.1864e-05, 3.0415e-05
rameswaram          , 0.00010377, 6.0804e-30
apartments          , 1.5798e-23, 0.0028578
rakki               , 0.00010377, 6.0804e-30
jai                 , 0.0003049, 6.4559e-05
michaels            , 0.00010377, 6.0804e-30
landons             , 0.00010377, 6.0804e-30
akb                 , 8.0545e-21, 6.0804e-05
madanandhapuram     , 0.00010377, 6.0804e-30
rex                 , 0.00020754, 6.0804e-30
inder               , 0.00010377, 6.0804e-30
elliots             , 1.5016e-12, 0.00012161
ramnagarst          , 0.00010377, 6.0804e-30
plus                , 5.1885e-05, 3.0402e-05
raza                , 5.1885e-05, 3.0402e-05
minerals            , 4.947e-05, 3.1817e-05
vendor              , 5.1885e-05, 3.0402e-05
snr                 , 0.00010377, 6.0804e-30
badar               , 0.00010377, 6.0804e-30
sunnyvale           , 0.00010377, 6.0804e-30
coral               , 0.00020754, 6.0804e-30
artisans            , 0.00010377, 6.0804e-30
somayapa            , 0.00010377, 6.0804e-30
biomedical          , 5.1885e-05, 3.0402e-05
bharani             , 0.00010377, 6.0804e-30
trident             , 0.00010377, 1.7975e-13
suburban            , 0.00010377, 1.6817e-12
chinna              , 0.00039666, 0.00043642
jodhi               , 0.00010377, 6.0804e-30
ambujammal          , 0.00010377, 6.0804e-30
briethams           , 0.00010377, 6.0804e-30
masters             , 0.00010377, 6.0804e-30
am                  , 0.00010377, 6.0804e-30
egmore              , 0.0010577, 0.0001099
gurubanali          , 0.00010377, 6.0804e-30
paripoorna          , 0.00010377, 6.0804e-30
64th                , 0.00010377, 6.0804e-30
retreat             , 5.167e-05, 3.0528e-05
mission             , 1.6763e-24, 0.00054724
sathyamurthy        , 0.00020754, 6.0804e-30
in                  , 3.2763e-24, 0.0012161
vst                 , 0.00010377, 6.0804e-30
asirvada            , 0.0013489, 7.4923e-08
janagaraj           , 0.00010377, 6.0804e-30
kannadasan          , 0.00041508, 6.0804e-30
pachaiyappas        , 0.00031131, 6.0804e-30
ragas               , 0.00010377, 6.0804e-30
vibration           , 3.1988e-05, 4.2061e-05
textile             , 0.00010377, 6.0804e-30
sembudoss           , 0.00010377, 6.0804e-30
brownstone          , 0.00010377, 6.0804e-30
united              , 0.00020754, 6.0804e-30
cox                 , 0.00010377, 6.0804e-30
zoho                , 0.00010377, 6.0804e-30
ttomb               , 0.00010377, 6.0804e-30
maya                , 0.00010377, 6.0804e-30
planet              , 5.1885e-05, 3.0402e-05
god                 , 0.00010377, 6.0804e-30
jayanthi            , 0.00020754, 6.0804e-30
92                  , 0.00010377, 6.0804e-30
ardhanarishvarar    , 0.00010377, 6.0804e-30
saligram            , 0.00010377, 6.0804e-30
vembaliamman        , 0.00010377, 6.0804e-30
sweet               , 5.0327e-05, 3.1315e-05
rao                 , 2.7084e-27, 0.00048643
lily                , 0.00031131, 1.4041e-18
dispensary          , 0.00010377, 6.0804e-30
s10                 , 0.00010377, 6.0804e-30
gents               , 0.00010377, 6.0804e-30
weavers             , 0.00020754, 6.0804e-30
muthalai            , 5.1885e-05, 3.0402e-05
avadi               , 0.0014047, 8.8994e-05
ritherdon           , 0.00010377, 6.0804e-30
sunkurama           , 0.00010377, 6.0804e-30
ente                , 5.1885e-05, 3.0402e-05
broadway            , 0.00031131, 6.0804e-30
asia                , 5.1885e-05, 3.0402e-05
resource            , 0.00020754, 6.0804e-30
imd                 , 4.5457e-05, 3.4169e-05
velumani            , 0.00010377, 6.0804e-30
provisions          , 5.1885e-05, 3.0402e-05
sivasankaran        , 0.00020754, 6.0804e-30
transcar            , 3.459e-05, 4.0536e-05
mothers             , 0.00020754, 6.0804e-30
narasimhar          , 0.00020754, 6.0804e-30
saidapet            , 0.0010956, 0.0001485
marayanan           , 1.0377e-29, 6.0804e-05
battai              , 5.1885e-05, 3.0402e-05
traditional         , 5.1251e-05, 3.0773e-05
shipping            , 5.1463e-08, 6.0774e-05
mambakkam           , 0.00030366, 4.4841e-06
mangalamman         , 0.00010377, 6.0804e-30
metrowater          , 0.00010377, 6.0804e-30
leyland             , 0.00031131, 1.6876e-19
checkers            , 0.00010377, 6.0804e-30
natesa              , 0.00010377, 6.0804e-30
farm                , 0.00020523, 6.2155e-05
beauty              , 1.448e-07, 0.00012152
mayo                , 5.167e-05, 3.0528e-05
naval               , 0.00010377, 6.0804e-30
mohite              , 0.00010377, 6.0804e-30
padavahamman        , 0.00010377, 6.0804e-30
tam                 , 1.0377e-29, 6.0804e-05
kasimedu            , 0.00020754, 6.0804e-30
pearl               , 0.00010377, 6.0804e-30
agasthya            , 0.00020754, 6.0804e-30
sunshine            , 0.00010377, 6.0804e-30
greenwood           , 0.00010377, 6.0804e-30
matriculation       , 7.1329e-27, 0.002493
rampet              , 0.00010377, 6.0804e-30
art                 , 5.1885e-05, 9.1206e-05
semmanchery         , 0.00010036, 6.28e-05
college             , 0.00047115, 0.0058651
andava              , 0.00010377, 6.0804e-30
nedumkundram        , 0.00010377, 6.0804e-30
ibp                 , 0.00010377, 6.0804e-30
vice                , 8.545e-08, 6.0754e-05
annachi             , 0.00010377, 6.0804e-30
airtel              , 0.00011383, 5.4907e-05
eden                , 0.00010377, 6.0804e-30
pillayar            , 0.00083016, 6.0804e-30
metukuppam          , 0.00010377, 6.0804e-30
singarachari        , 0.00010377, 6.0804e-30
mettu               , 0.00031131, 6.0804e-30
ekambareswara       , 0.00020754, 2.7002e-20
shilpi              , 0.00010377, 6.0804e-30
sampanki            , 0.00010377, 6.0804e-30
road                , 2.3055e-07, 0.05296
venkatammal         , 0.00010377, 6.0804e-30
srp                 , 0.00010022, 6.2887e-05
subadra             , 0.00010377, 6.0804e-30
kattukoil           , 0.00010377, 6.0804e-30
bhakta              , 1.1735e-11, 6.0804e-05
permanent           , 1.9925e-14, 6.0804e-05
public              , 0.0001496, 0.00045958
kinaru              , 0.00010377, 6.0804e-30
vaikuntavathiyar    , 0.00010377, 6.0804e-30
ayappa              , 0.00010377, 6.0804e-30
rajkumar            , 1.0377e-29, 6.0804e-05
pallipuram          , 0.00010377, 6.0804e-30
prof                , 2.7226e-06, 5.9209e-05
perumakovil         , 0.00010377, 6.0804e-30
84                  , 5.1885e-05, 3.0402e-05
moolachatram        , 0.00010377, 6.0804e-30
rainy               , 0.00010377, 6.0804e-30
abacus              , 5.1149e-05, 3.0833e-05
flavour             , 0.00010377, 6.0804e-30
knowledge           , 0.00010377, 6.0804e-30
musiri              , 4.5482e-10, 0.00012161
bye                 , 1.0377e-29, 6.0804e-05
commercial          , 0.00010377, 6.0804e-30
kapaleeswarar       , 0.00031131, 6.0804e-30
shanmukas           , 0.00010377, 6.0804e-30
muthuramalingar     , 1.0377e-29, 0.00018241
murugesa            , 0.00020754, 1.3501e-20
patricks            , 0.00031131, 6.0804e-30
mangappan           , 0.00010377, 6.0804e-30
mmc                 , 0.00031131, 6.0804e-30
ring                , 1.0377e-29, 0.00024322
yamee               , 0.00010377, 6.0804e-30
75th                , 0.00010377, 6.0804e-30
centre              , 4.8111e-10, 0.0030402
srinivasamurthy     , 0.00010377, 6.0804e-30
cbse                , 5.1151e-05, 3.0832e-05
devendra            , 0.00020754, 6.0804e-30
ayappan             , 0.00041508, 6.0804e-30
moon                , 5.1885e-05, 3.0402e-05
jewellers           , 5.1885e-05, 3.0402e-05
panchayat           , 4.7859e-15, 0.00024322
nursing             , 5.4248e-28, 0.00036482
marundeeswar        , 0.00010377, 6.0804e-30
amenities           , 0.00010377, 6.0804e-30
parthasaratypuram   , 0.00020754, 6.0804e-30
sundaramoorthy      , 0.00010377, 6.0804e-30
kabirs              , 0.00010377, 6.0804e-30
gkm                 , 0.00031131, 6.0804e-30
millers             , 0.00020754, 6.0804e-30
singaravelar        , 0.00020754, 6.0804e-30
vivekananda         , 0.00083016, 6.0804e-30
ceebros             , 0.00020754, 0.00018241
tonekela            , 6.4174e-05, 2.3201e-05
kadaperi            , 0.00020754, 6.0804e-30
majestic            , 0.00020754, 6.0805e-05
sunderarajan        , 0.00010377, 6.0804e-30
cafeteria           , 0.00010377, 6.0804e-30
azeez               , 0.00010377, 6.0804e-30
pack                , 2.8434e-06, 5.9138e-05
anmol               , 0.00020754, 6.0804e-30
dharmalingeswarar   , 0.00010377, 6.0804e-30
moat                , 0.00010377, 6.0804e-30
89th                , 0.00020754, 6.0804e-30
paramananda         , 0.00010377, 6.0804e-30
abirami             , 0.00010377, 6.0804e-30
winner              , 0.00020754, 6.0804e-30
pallipattu          , 0.00010377, 6.0804e-30
war                 , 2.1989e-17, 0.00012161
gosha               , 0.00010377, 6.0804e-30
partialy            , 3.2639e-22, 6.0804e-05
rangoon             , 0.00010377, 6.0804e-30
chengan             , 0.00010377, 6.0804e-30
mahalakshmi         , 0.00093393, 6.0804e-30
lalitha             , 0.00010377, 6.0804e-30
srikrishna          , 0.00010377, 6.0804e-30
inner               , 0.00010377, 6.0804e-30
kodi                , 3.668e-12, 6.0804e-05
basheer             , 2.4748e-15, 0.00012161
menadu              , 0.00010377, 6.0804e-30
container           , 5.094e-21, 0.00030402
pandaram            , 0.00010377, 6.0804e-05
parvathy            , 0.00020754, 6.0804e-30
nallathambi         , 0.00010377, 6.0804e-30
ammai               , 0.00020754, 6.0804e-30
nift                , 4.5457e-05, 3.4169e-05
gemini              , 0.00051885, 6.0804e-30
niketan             , 0.00010377, 6.0804e-30
territory           , 4.3451e-05, 3.5344e-05
sardarjung          , 0.00010377, 6.0804e-30
fort                , 0.00093335, 3.414e-07
venu                , 0.00010377, 6.0804e-30
oasis               , 0.00010377, 6.0804e-30
boli                , 0.00010377, 6.0804e-30
nightingale         , 0.00010377, 6.0804e-30
kattu               , 0.00010377, 6.0804e-30
moorthy             , 0.00010377, 6.0804e-30
surya               , 0.00051885, 1.1935e-09
gai                 , 5.1885e-05, 3.0402e-05
sundareswara        , 0.00010377, 6.0804e-30
erabalu             , 0.00010377, 6.0804e-30
kakkan              , 0.00031131, 6.0804e-30
arivindar           , 0.00010377, 6.0804e-30
vehicles            , 0.00010377, 6.0804e-30
vinoba              , 0.00010377, 6.0804e-30
assistance          , 5.4721e-11, 6.0804e-05
tulasi              , 0.00010377, 6.0804e-30
rountana            , 0.00010377, 6.0804e-30
castle              , 1.0377e-29, 0.00060804
play                , 0.00012839, 0.00059361
commission          , 5.1842e-05, 3.0427e-05
music               , 0.00031131, 0.00012161
seshadri            , 0.00020754, 6.0804e-30
sundara             , 0.00073716, 0.00023691
umpherson           , 0.00010377, 6.0804e-30
murthy              , 0.00041508, 6.0804e-30
gajendran           , 0.00010377, 6.0804e-30
svs                 , 0.00010377, 6.0804e-30
urban               , 5.7018e-23, 6.0804e-05
ssm                 , 0.00010377, 6.0804e-30
shaikh              , 0.00010377, 6.0804e-30
choolai             , 0.00010377, 6.0804e-30
kk                  , 0.0012098, 0.00026397
gnayaru             , 0.00010377, 6.0804e-30
rmz                 , 5.1885e-05, 3.0402e-05
booram              , 2.5521e-15, 6.0804e-05
kamakoti            , 0.00010377, 6.0804e-30
magazines           , 5.1885e-05, 3.0402e-05
rathna              , 0.00010377, 6.0804e-30
aicken              , 0.00010377, 6.0804e-30
gajendra            , 5.1885e-05, 3.0402e-05
guhaas              , 0.00010377, 6.0804e-30
anthonys            , 0.00020754, 2.7002e-20
lambeth             , 0.00010377, 6.0804e-30
mudaly              , 0.00020754, 1.4315e-09
waves               , 0.00010377, 6.0804e-30
westminister        , 0.00010377, 6.0804e-30
deutsche            , 0.00010377, 6.0804e-30
clini               , 6.8573e-09, 6.08e-05
eurokids            , 0.00013466, 4.2705e-05
jayavinayagar       , 0.00010377, 6.0804e-30
nungambakkam        , 0.00090534, 0.00013836
basha               , 0.00031131, 6.0804e-30
avionics            , 0.00010377, 6.0804e-30
thyvinagar          , 5.1885e-05, 3.0402e-05
kothawal            , 5.1885e-05, 3.0402e-05
second              , 0.00038327, 7.9444e-05
plot                , 5.1885e-05, 3.0402e-05
pace                , 0.00010377, 6.0804e-30
35th                , 0.00020754, 6.0804e-30
73rd                , 0.00010377, 6.0804e-30
swastika            , 3.6537e-05, 3.9395e-05
vidhyashram         , 0.00015269, 3.2138e-05
sriperumbudur       , 1.0377e-29, 6.0804e-05
pa                  , 0.00010377, 6.0804e-30
arts                , 4.0658e-18, 0.00072965
ayyavoo             , 0.00010377, 6.0804e-30
krishnamurty        , 0.00010376, 2.9458e-09
kailaya             , 0.00010377, 6.0804e-30
bharti              , 0.00010377, 6.0804e-30
secretariat         , 0.00031131, 6.0804e-30
lnp                 , 0.00010377, 6.0804e-30
b4                  , 0.00010377, 6.0804e-30
bajaj               , 0.00010377, 0.00012161
kesavaperumalpuram  , 0.00010377, 6.0804e-30
audiappa            , 0.00020754, 6.0804e-30
sugam               , 0.00031131, 6.0804e-30
exchange            , 1.1544e-15, 0.00072965
gourmandise         , 0.00010377, 7.2314e-13
adayalampattu       , 5.0151e-07, 6.051e-05
swimming            , 7.6811e-08, 0.00048639
ko                  , 2.3961e-05, 4.6764e-05
ponnusamy           , 0.00020754, 6.0804e-30
muthalamman         , 0.00010377, 6.0804e-30
chakrapani          , 0.00041508, 6.0804e-30
santhana            , 0.00010377, 6.0804e-30
petti               , 5.1885e-05, 3.0402e-05
banyan              , 0.00020754, 6.0804e-30
viswanathan         , 1.0377e-29, 0.00012161
applam              , 1.0377e-29, 6.0804e-05
perambur            , 0.00098351, 0.00021416
miot                , 0.00041508, 6.0804e-30
girappa             , 0.00020754, 6.0804e-30
isabella            , 0.00010377, 6.0804e-30
ladies              , 3.4374e-07, 0.00030382
krishan             , 1.5064e-13, 6.0804e-05
puththaga           , 0.00010377, 6.0804e-30
srmc                , 4.7008e-05, 3.3259e-05
bridge              , 0.00015485, 0.0042263
mahizham            , 0.00010377, 4.0178e-14
girls               , 5.6349e-15, 0.0015809
mudichur            , 0.00010377, 6.0804e-30
majesty             , 5.0721e-05, 3.1084e-05
centenary           , 0.00010779, 0.00011925
razzak              , 0.00041508, 6.0804e-30
instrumentation     , 3.1085e-18, 0.00018241
hot                 , 2.2555e-10, 0.00048643
ar                  , 5.1885e-05, 3.0402e-05
veerapandiya        , 5.1885e-05, 3.0402e-05
kannapalayam        , 0.00010377, 6.0804e-30
madhi               , 9.9215e-05, 2.6689e-06
adambakkam          , 0.00041508, 6.0804e-30
8th                 , 0.0012901, 0.00082494
janakiraman         , 0.00010377, 6.0804e-30
leela               , 0.00010377, 6.0804e-30
research            , 4.8501e-18, 0.0010337
internet            , 1.0377e-29, 0.00012161
schoolt             , 5.1885e-05, 3.0402e-05
hairdresser         , 0.00020754, 6.0804e-30
rajapuram           , 0.00010377, 6.0804e-30
andra               , 4.2877e-05, 3.568e-05
kishore             , 4.1133e-11, 6.0804e-05
pot                 , 0.00010377, 6.0804e-30
radhakrishna        , 0.00010377, 6.0804e-30
sembakkam           , 0.00010377, 6.0804e-30
azhwancherry        , 0.00010377, 6.0804e-30
thiyagaraj          , 0.00010377, 6.0804e-30
kamaatchi           , 0.00010377, 6.0804e-30
farms               , 1.0377e-29, 6.0804e-05
tasty               , 1.0377e-29, 6.0804e-05
marriage            , 4.2636e-20, 0.00018241
narmada             , 0.00010377, 6.0804e-30
delivery            , 5.1033e-05, 3.0901e-05
bund                , 0.00031131, 6.0804e-30
fifth               , 0.00010377, 6.0804e-30
valarmathi          , 0.00010377, 6.0804e-30
paruthivakkam       , 0.00010377, 6.0804e-30
travelers           , 3.5992e-05, 3.9715e-05
pick                , 2.8434e-06, 5.9138e-05
singh               , 1.0553e-29, 0.00024322
transport           , 0.00020754, 8.7524e-15
infolabs            , 5.1885e-05, 3.0402e-05
chapter             , 0.00010377, 6.0804e-30
kgeyes              , 5.1885e-05, 3.0402e-05
srvs                , 0.00010377, 6.0804e-30
dharmapuram         , 0.00010377, 6.0804e-30
jerusalam           , 0.00010377, 6.0804e-30
arisikaran          , 0.00010377, 6.0804e-30
30th                , 0.00031131, 6.0804e-30
priyanka            , 0.00010377, 6.0804e-30
j2                  , 0.00010377, 6.0804e-30
koyambedu           , 0.0011415, 7.9108e-16
technoloies         , 1.0377e-29, 6.0804e-05
vadhyar             , 5.1885e-05, 3.0402e-05
coovum              , 0.00020754, 6.0804e-30
nela                , 5.1885e-05, 3.0402e-05
point               , 2.02e-24, 0.00012161
mpl                 , 5.1885e-05, 3.0402e-05
hindi               , 0.00010377, 6.0804e-05
100ft               , 0.00010377, 6.0804e-30
aravind             , 3.5992e-05, 3.9715e-05
vishnu              , 0.00051885, 6.0804e-30
krishappa           , 0.00010377, 6.0804e-30
thyagaraya          , 0.00031131, 6.0804e-30
chrompet            , 8.8721e-14, 0.00024322
ezhilagam           , 0.00010377, 6.0804e-30
piilayar            , 0.00010377, 6.0804e-30
tangerine           , 0.00010377, 6.0804e-30
salal               , 1.0377e-29, 0.00018241
cosmopolitan        , 0.00020754, 6.0804e-30
loganatha           , 4.9136e-16, 0.00018241
tripli              , 0.00010377, 6.0804e-30
fresh               , 7.8462e-13, 0.00036482
badminton           , 0.00020754, 6.0804e-30
renascence          , 5.1885e-05, 3.0402e-05
gurukulam           , 1.0377e-29, 6.0804e-05
zuan                , 0.00010377, 6.0804e-30
egankipuram         , 0.00010377, 6.0804e-30
dream               , 5.1885e-05, 3.0402e-05
ponkavitha          , 1.057e-29, 6.0804e-05
crocodile           , 0.00010377, 6.0804e-30
kences              , 5.167e-05, 3.0528e-05
sh113               , 1.0377e-29, 6.0804e-05
maposi              , 0.00010377, 6.0804e-30
kesavardhini        , 0.00010377, 6.0804e-30
46th                , 0.00020754, 6.0804e-30
volley              , 0.00041508, 6.0804e-30
seethala            , 0.00010377, 6.0804e-30
megamart            , 0.00010377, 6.0804e-30
branch              , 1.2108e-10, 0.00036482
vinyagar            , 2.4745e-07, 0.00012146
modares             , 0.00010377, 6.0804e-30
tower               , 0.00023122, 0.00077658
palani              , 0.00010377, 0.00012161
rajam               , 0.00072639, 6.0804e-30
maruthapandian      , 0.00010377, 6.0804e-30
mentally            , 0.00010377, 6.0804e-30
dasari              , 0.00010377, 6.0804e-30
playfield           , 0.00010377, 6.0804e-30
check               , 5.1885e-05, 3.0402e-05
subramaniya         , 0.00041508, 6.0804e-30
gokala              , 0.00010377, 6.0804e-30
nimmo               , 0.00010377, 6.0804e-30
pizza               , 1.0377e-29, 0.00036482
nokia               , 5.1885e-05, 3.0402e-05
venkatarathinam     , 0.00010377, 6.0804e-30
trough              , 1.0377e-29, 6.0804e-05
atm                 , 0.00018466, 0.00080386
velayudam           , 0.00010377, 6.0804e-30
grand               , 8.0914e-05, 0.00080384
grt                 , 0.00010379, 6.0792e-05
bascilica           , 4.1571e-09, 6.0802e-05
ground              , 2.8152e-13, 0.0032834
alcohol             , 0.00010376, 4.6756e-09
chataram            , 0.00010377, 6.0804e-30
vc                  , 0.00020754, 6.0804e-30
ncc                 , 1.0377e-29, 0.00012161
9                   , 1.4399e-18, 0.00018241
govind              , 0.00010377, 6.0804e-30
gem                 , 0.00010377, 6.0804e-30
rainmaker           , 0.00010377, 6.0804e-30
highway             , 0.00021364, 0.00030045
yesesi              , 0.00010377, 6.0804e-30
dhana               , 1.0377e-29, 0.00012161
vgn                 , 0.00014888, 0.00015598
krishnan            , 0.0011299, 6.7594e-05
mehta               , 0.00062262, 5.2649e-14
darga               , 0.00010377, 6.0804e-30
tiruvallur          , 0.00020754, 6.0804e-30
courier             , 1.804e-13, 6.0804e-05
1                   , 0.00027079, 0.0010574
teresa              , 8.3579e-05, 0.00013344
nagaratnammal       , 0.00010377, 6.0804e-30
zaras               , 0.00010377, 6.0804e-30
alamelumangapuram   , 0.00010377, 6.0804e-30
iyyahs              , 0.00010377, 6.0804e-30
schoo               , 0.00010377, 6.0804e-30
